id,sentence,tag,member1,member2
1874,七、本次重组的后续事项及风险(一)本次重组的后续事项根据本次重组已获得的批准与授权、重组各方就本次重组签署的相关协议，本 次重组的后续事项主要包括:1、本次重组过程中，相关各方签署了相关协议和承诺，对于尚未履行完毕或 条件尚未成就的协议或承诺，相关各方需继续履行或待条件成就时如约履行。,0,0,0
740,重要内容提示●被担保人名称:武汉长盈科技投资发展有限公司(以下简称 “长盈科技”)●本次担保数量:人民币 2，000 万元●本次是否有反担保:有 ●对外担保累计数量:截至本公告日止，公司对外担保累计金额为:人民币 11，000 万元(包括本次) ●对外担保逾期的累计数量:截至本公告日止，公司无逾期对外担保一、担保情况概述为支持控股子公司长盈科技持续生产经营发展，武汉长江通信产 业集团股份有限公司(以下简称“本公司”或“公司”)经第七届董 事会第三次会议审议，同意对长盈科技提供 2，000 万元的流动资金贷 款担保，担保期限由 2015 年 7 月 1 日至 2016 年 4 月 30 日止，担保方式为信用保证。,0,0,0
9703,2015年5月18日，众信旅游集团股份有限公司与本次发行对象的特定对象冯滨先生、郭洪斌先生分别签署了《附生效条件的北京众信国际旅行社股份有限公司非公开发行股票认购协议书》（以下简称“《认购协议书》”）,1,众信旅游,郭洪斌
8344,411,0,0,0
8535,2、过去 12 个月，公司与晋椿五金未发生同类关联交易。,0,0,0
6071,(二)关联人基本情况(1)公司名称:山东高速齐鲁建设交通运输管理服务有限公司 (2)成立日期:1996 年 3 月 13 日(3)法定代表人:胡林(4)注册资本:人民币 1700 万元(5)注册地址:济南市舜耕路 29 号 (6)企业类型:有限责任公司(国有独资) (7)经营范围:普通货运、货运代理、信息配载(有效期限以许可证为准)。,0,0,0
4006,六、备查文件目录 1、本公司八届十六次董事会会议决议; 2、被担保人营业执照复印件; 3、被担保人验资报告;4、被担保人 2015 年 9 月 30 日未经审计的财务报表。,0,0,0
991,本次发行的定价和股票配售过程符合<公司法>、<证券法>和中国证监会 颁布的<上市公司证券发行管理办法>、<上市公司非公开发行股票实施细则> 等法律、法规的有关规定。,0,0,0
587,四、本次交易的目的和对公司的影响该项目技术先进，作了较充分的论证，在军民两用方面具有广阔的应用市场 和紧迫的需要，预计对公司的转型升级和效益的提升具有重要的促进作用。,0,0,0
4631,3、该事项不属于关联交易，也不构成重大资产重组事项。,0,0,0
1551,在此过程中，受 让方配合签署为办理该变更所需一切文件。,0,0,0
6485,2、 本次增资完成后，云图科技的股权结构不变。,0,0,0
8362,5,0,0,0
4439,4、公司本次出资人民币 2000 万元购买该投资基金，总金额占公司最近一期(2014 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者 重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
8064,但在整合过程中，若上市公司与宜租车联网在管理制度及企业文化等方面未能有效地融合，可能会造成整合效果未达预期甚至核心人员流失，从而给上市公司的长期稳定发展带来不利影响。,0,0,0
4985,为进一步保证上市公 司控制权的稳定，正元投资补充承诺，拟认购金额不低于 27 亿元且不低于本次 交易拟募集配套资金总额的 40%。,0,0,0
7633,3)补充披露深圳兴飞应对财务风险的具体措施(1)结合业务模式、行业特点、同行业公司情况等，补充披露深圳兴飞流 动比率、速动比率、资产负债率是否处于合理水平(1.1)深圳兴飞的流动比率和速动比率分析 深圳兴飞及可比案例流动比率如下: 公司名称 2015年 9月 30日 2015年 4月 30日 2014 年末 2013 年末 闻泰通讯 - - 1.15 1.17 智慧海派 - - 1.08 1.05 中诺通讯 - - 1.17 1.12 天珑移动 - - 1.10 1.09 平均值 - - 1.12 1.11 深圳兴飞(合并) 1.01 0.99 0.99 1.04 深圳兴飞(母公 司) 1.10 1.06 1.05 1.08 深圳兴飞及可比案例速动比率如下: 公司名称 2015年 9月 30日 2015年 4月 30日 2014 年末 2013 年末 闻泰通讯 - - 0.69 0.86 智慧海派- - 0.95 0.96 中诺通讯 - - 0.81 0.71 天珑移动 - - 0.90 0.88 平均值 - - 0.84 0.85 深圳兴飞(合并) 0.89 0.86 0.86 0.94 深圳兴飞(母公 司) 0.95 0.94 0.94 1.00 从短期偿债能力来看，移动通讯终端 ODM 行业流动比率普遍不高，均为 1 左 右，行业速动比率普遍低于 1。,0,0,0
4995,(2)募集配套资金的发行价格及定价依据本次非公开发行股票配套融资的定价基准日为上市公司审议本次重大资产重组的董事会(即第六届董事会第二次会议)决议公告日，发行价不低于上市公42司定价基准日前 20 个交易日公司股票交易均价的 90%，在公司 2014 年度利润分 配方案实施完毕后，考虑分红派息的影响，不低于 33.08 元/股。,0,0,0
3913,5、“第一节本次交易概况”之“二、本次交易的决策过程和批准情 况”中补充披露本次交易已取得的国资部门批准的具体情况。,0,0,0
5502,资产托管人依法解散、被依法撤销或被依法宣告破产的;7.,0,0,0
1416,请独立财务顾问和会计师核查并发表明确意 见。,0,0,0
6854,本次关联交易公平、公正、 公开，符合公司和全体股东的利益，不会对上市公司独立性构成影响，不存在侵 害中小股东利益的情形。,0,0,0
9373,重要内容提示●被担保人:控股子公司----安徽中威光电材料有限公司●本次担保金额及已实际为其提供的担保余额:本公司拟为控股子公司---安徽中威光电材料有限公司申请的银行借款提供2100万元担保。,0,0,0
9904,一、1、2015年4月13日杭州远方光电信息股份有限公司（以下简称“公司”与浙江红相科技股份有限公司（以下简称“红相科技”）及其实际控制人黄红友就公司投资红相科技签署了《关于浙江红相科技股份有限公司之增资扩股协议》，杭州远方光电信息股份有限公司投资人民币3，600万元对浙江红相科技股份有限公司进行增资扩股，增资后公司持有红相科技注册资本8%的股份,1,杭州远方光电信息股份有限公司,浙江红相科技股份有限公司
9317,凤凰光学股份有限公司(以下简称“公司”)控股子公司凤凰光学(上海)有限公司(以下简称“上海光学”)于2015年1月15日召开董事会，并一致审议通过了<关于上海光学资产设备整体打包评估转让的议案>，同意上海光学资产设备以截止2014年10月31日净值整体打包，依法律规定的程序进行评估、挂牌交易，且交易价不低于3700万元。,0,0,0
4177,第二次解禁条件满足后，陈俊、姜圆圆、沈善俊、杨琴华在本次发行股份购 买资产中认购的股份扣除第一年度及第二年度用于业绩补偿后的股份(若发生) 的 10%可以转让。,0,0,0
243,五、累计对外担保数量及逾期担保的数量截至公告披露日上市公司及其控股子公司均无对外担保，本次对 外担保 4500 万元人民币占 2014 年 12 月 31 日本公司经审计归属于上 市公司股东净资产的 1.79%，截止目前，本公司无逾期担保。,0,0,0
10094,2015年1月15日，大恒新纪元科技股份有限公司与郑素贞签署《大恒新纪元科技股份有限公司附生效条件的非公开发行股份认购协议》,1,郑素贞,大恒新纪元科技股份有限公司
1653,上投控 股为主要业务为股权投资，目前主要资产为其持有的汇通房产、胜清置业、上投7置业、绍兴上投、苏州上投、天津上投、新世纪房产七家公司的股权。,0,0,0
7199,5,0,0,0
5516,(十四)资产管理计划财产资金账户:指资产托管人根据有关规定为本资产管理计划财产开立的、专门用于资金收付的银行账户。,0,0,0
983,发行人第六届董事会第一次会议对<公司章程>、<股东大会议事规则>、<董 事会议事规则>、公司管理制度等进行修订，选举产生新一届董事长、副董事长、 专门委员会成员，进一步完善公司治理结构。,0,0,0
2265,证券代码:600736 股票简称:苏州高新 公告编号:2015-082 苏州新区高新技术产业股份有限公司 关于发行股份购买资产进展公告苏州新区高新技术产业股份有限公司(以下简称“公司”)拟筹划重大事项， 经公司申请，本公司股票已于2015年8月25日起停牌，并于2015年8月25日、9月1 日分别发布了<关于筹划重大事项停牌的公告>(公告编号:2015-056)、<关 于筹划重大事项继续停牌的公告>(公告编号:2015-057)。,0,0,0
3342,协议签订后十五个工作日内，重庆市沙坪坝区房屋管理局支付第一笔征收补 偿款 41，000，000.00 元，在力帆股份完成搬迁和交付房地后十五个工作日内，支 付第二笔征收补偿款 96，163，741.31 元。,0,0,0
7509,(依法须经批准的项目，经相关部门批 准后方可开展经营活动)截止 2014 年 12 月 31 日，红豆集团总资产 2，616，798.73 万元，净资产 845，971.31 万元，营业总收入 1，724，684.86 万元，净利润 53，615.78 万元。,0,0,0
7077,5,0,0,0
4371,重要内容提示:委托理财受托方: 平安银行股份有限公司 委托理财金额: 2，000万元人民币 委托理财投资类型:非保本浮动收益型 委托理财期限: 180天一、委托理财概述上海开开实业股份有限公司(以下简称“公司”)于2015年9月25 日召开的第七届董事会第十八次会议审议通过了<关于拟扩大委托理 财范围的议案>，批准并授权公司总经理室使用部分闲臵自有资金购 买经国家批准依法设立的且具有良好资质、较大规模和征信高的金融 机构发行的低风险理财产品，其预期收益高于同期银行发行的保本理 财产品。,0,0,0
2990,..............................................................................20 (四) 每股收益的变化情况.,0,0,0
1376,公司指定信息披露媒体为<中国证券报>、<上海证券报>、<证券时报>、 <证券日报>和上海证券交易所网站(www.sse.com.cn)，有关公司的信息均以 在上述指定信息披露媒体刊登的信息为准。,0,0,0
3380,3、 交易对方 本次交易中，交易对方为山东嘉华盛裕创业投资股份有限公司，为一家在烟台市工商行政管理局注册登记的股份有限公司，注册号:370600200012629，与 公司不存在关联方关系。,0,0,0
5723,投资经理变更后，资产管理人应在 3 个工作日内书面通知资产托管人。,0,0,0
9520,一、对外增资概述1、公司名称和成立时间:上海善巨国际贸有限公司(工商登记时暂定名称为:善联盟(上海)国际有限公司)(工商核准名为:上海善巨国际贸易有限公司)，成立于2014年10月。,0,0,0
6321,董事会以 4 票同意，0 票反对，0 票弃权通过该议案。,0,0,0
325,二、关联方介绍1、甘肃省农垦房地产综合开发公司，成立于 1993 年，为国有独资 公司，公司注册地为:兰州市城关区秦安路 81 号西 15 楼，法定代表人为: 罗红杰，注册资本:壹仟万元人民币;主要经营业务:房地产开发、商品 房销售。,0,0,0
2024,三十、补充披露了中航复材非经常性损益中，顺义区财政局 23，400.00 万元拨款的具体情况及对该公司未来盈利的影响，详见重组报告书“第八章， 二，(二)，3，(7)非经常性损益”部分。,0,0,0
7928,与公司的关系:本公司控股股东盘江控股控制的子公司。,0,0,0
8213,表决结果:【9】票同意、【0】票反对、【0】票弃权 以上议案尚需提交公司股东大会逐项审议。,0,0,0
2667,该理财产品已于 2014 年 12 月 4 日到期。,0,0,0
6130,自双方签署本协议且下列条件全部满足之日，本协议生效:(1)甲方按照公司章程及其他内部组织文件规定履行相应内部 审批手续并批准本次股权转让;(2)乙方按照公司章程及其他内部组织文件规定履行相应内部 审批手续并批准本次股权转让;(3)本次股权转让已获得有权国有资产管理部门批准。,0,0,0
3533,云南文山电力股份有限公司董事会 二〇一五年十一月十一日,0,0,0
10119,一、购买办公物业暨根据公司的战略布局及业务发展需要，为更好的拓展厦门地区业务，国旅联合股份有限公司拟以12，363，945.30元的价格向厦门当代投资集团有限公司（以下简称“当代集团”）购买厦门市湖里区嘉禾路386号之二2101室（建筑面积453.39平方米）作为厦门公司办公场所,1,国旅联合股份有限公司,厦门当代投资集团有限公司
8488,浙江海正药业股份有限公司董事会 二○一五年十一月二十五日,0,0,0
8994,一、本次（一）公司以现金方式收购控股股东横店控股旗下诚基电机公司所属的塑磁产业相关资产，并委托坤元资产评估有限公司（以下简称“坤元资产评估”）对诚基电机公司所属的塑磁产业相关资产进行评估，并出具了《横店集团东磁股份有限公司拟资产收购涉及的浙江省东阳市诚基电机有限公司资产组合价值评估项目资产评估报告》（坤元评报〔2015〕第529号）、《横店集团东磁股份有限公司拟资产收购涉及的横店集团东磁有限公司单项资产价值评估项目资产评估报告》（坤元评报〔2015〕第530号）（以下统一简称“评估报告”）,1,横店集团东磁股份有限公司,横店集团东磁有限公司
966,8、国机资本控股有限公司(1)基本情况企业类型:其他有限责任公司 住所:北京市海淀区丹棱街 3 号 A 座 7 层 816 室 注册资本:人民币 237000 万元 法定代表人:李家俊 营业执照注册号:110108019636204经营范围:项目投资;投资管理;资产管理;投资咨询;财务咨询(不得开 展审计、验资、查账、评估、会计咨询、代理记账等需经专项审批的业务，不得 出具相应的审计报告、验资报告、查账报告、评估报告等文字材料);高新技术 开发、技术咨询。,0,0,0
5659,因此，本次发行不会导致公司控制权发生变化。,0,0,0
9114,2015年度，浙江亚太机电股份有限公司与杭州亚太智能装备有限公司签订合同总价为6，922，440.76元的专用设备采购合同，截至2015年12月31日，浙江亚太机电股份有限公司已支付2，076，732.23元，账列其他非流动资产,1,浙江亚太机电股份有限公司,杭州亚太智能装备有限公司
1047,二、 风险控制措施公司本着维护股东和公司利益的原则，将风险防范放在首位，对理财产品 投资严格把关，谨慎决策。,0,0,0
3281,由于本次被担保的对象为公司控股公司，财务风险处于公司可控制范围内，且具有 实际债务偿还能力。,0,0,0
10080,2015年11月，辽宁时代万恒股份有限公司将一处房屋和一处仓库转让给母公司辽宁时代万恒控股集团有限公司，转让价款2，523.13万元,1,辽宁时代万恒控股集团有限公司,辽宁时代万恒股份有限公司
1952,与本公司关联关系:公司控股子公司截至 2014 年 12 月 31 日， 永鼎泰富资产总额为 28849 万元，负债总额为 19331 万元(其中:短期贷款 0 万元，流动负债总额 19331 万元)，资产净额为 9518 万元。,0,0,0
1285,2)天业集团下属企业从事电石及工业用电、3新疆天业股份有限公司 汽等产品的生产和销售情况，与交易完成后上市公司是否存在同业竞争，如存在，请提 出切实可行的解决措施。,0,0,0
7143,截至本公告日，公司累计对外担保总额为 24.04 亿元人民币(不含本次 董事会审议通过的公司对外担保事项)，占公司最近一期经审计净资产的第5页16.92%，且全部为公司对下属子公司及子公司对其下属公司提供的担保。,0,0,0
4654,1交易对方声明本次重大资产重组的交易对方银炬实业、绵世方达、德新景、中江信托、湖 北聚隆、武汉泰立、上海浦高、陆家嘴集团、浦东土控及配套融资认购方正元投 资承诺:将及时向上市公司提供本次重大资产重组的相关信息，保证为本次重大资产 重组所提供的有关信息真实、准确和完整，不存在虚假记载、误导性陈述或者重 大遗漏，并对所提供信息的真实性、准确性和完整性承担个别和连带的法律责任。,0,0,0
9200,2014年12月12日，绵阳市国资委出具了<关于同意转让绵阳国虹通讯数码集团有限责任公司股权有关事项的批复>(绵国资产(2014)82号)，同意公司出售国虹通讯股权相关事宜。,0,0,0
8709,证券代码:600846 股票名称:同济科技 编号:临 2015—030 上海同济科技实业股份有限公司 关于提供担保的公告重要内容提示: 被担保人:上海同济建设有限公司(以下简称“同济建设”) 本次担保额度 5，000 万元，截止目前，公司为同济建设累计提供担保 余额 30，000 万元。,0,0,0
10019,2015年12月30日，中信国安葡萄酒业股份有限公司与中非信银、国安集团、中信国安（西藏）创新基金管理有限公司签署了瑞彧（上海）股权投资基金合伙企业（有限合伙）变更决议书，合伙企业合计认缴出资由21，020万元变更为51，020万元,1,中信国安葡萄酒业股份有限公司,中信国安（西藏）创新基金管理有限公司
693,相关当事人在 2008 年后与公司无实质性往来， 且从未有要求公司支付上述款项及主张行使相关权益的情形，亦未有发生 针对上述款项的诉讼情况。,0,0,0
5141,股票代码: 600113 股票简称:浙江东日 公告编号:2015-040 浙江东日股份有限公司 重大资产重组实施与进展公告本公司及董事会全体成员保证公告内容的真实、准确和完整，对 公告的虚假记载、误导性陈述或者重大遗漏负连带责任。,0,0,0
3179,一、本次购买银行理财产品的主要情况1、产品名称:中国民生银行人民币结构性存款 D-1 款 2、产品类型:保本浮动收益型 3、投资及收益币种:人民币4、产品风险评级:二级 5、投资金额:人名币玖仟万元正 6、产品成立日:2015 年 11 月 6 日 7、产品到期日:2016 年 5 月 5 日8、产品期限:181 天9、预期年化收益率:3.5% 10、资金来源:公司闲置募集资金 11、公司与中国民生银行股份有限公司无关联关系。,0,0,0
109,一、为整合优质资源，提高资产管理水平及盈利能力，进一步实现中储整体上市的战略发展目标，经研究，中储发展股份有限公司决定受让控股股东-中国物资储运总公司（以下简称“中储总公司”）下属全资子公司-成都中储发展物流有限责任公司100%股权，受让价格8，389.44万元,1,中储发展股份有限公司,中国物资储运总公司
6278,桐昆控股不参与本次非公开发行定 价的市场询价，但承诺接受市场询价结果并与其他投资者以相同价格认购。,0,0,0
8216,根据<上海证券交易所股票上市规则>及其他相关规定，易乘投资和张振新为公司关联方，本次交易构成关联交易。,0,0,0
7743,根据上表数据，报告期内，深圳兴飞及可比公司的 2014 年度的增长幅度较大，9单位:万元 名称 2013 年度 2014 年度 增长率 2015 年度 增长率 闻泰通讯 389，639.45 413，731.99 6.18% 742，253.65 79.40% 智慧海派 116，047.00 312，287.76 169.10% 491，678.90 57.44% 中诺通讯 101，557.41156，631.17 54.23%194，316.68 24.06% 天珑移动 606，518.76 865，089.34 42.63% 981，880.00 13.50% 平均值 303，440.66 436，935.07 43.99% 602，532.31 37.90% 深圳兴飞 304，435.92 446，796.86 46.76% 465，425.50 8.27% 2015 年度继续保持增长态势，但增速有所放缓。,0,0,0
8007,限售期内，易乘投资如因商业城实施送红股、资本公积金转增股本事项而增持的商业城股份，亦应遵守上述限售期限的约定。,0,0,0
9959,对方承诺该公司2016-2018年净利润分别为1，000万元、1，300万元、1，700万元，如果对方按照承诺每年均实现了上述承诺，美康生物科技股份有限公司同意在2019年收购张春实9%的股权，收购价格为人民币1，440万元,1,美康生物科技股份有限公司,张春实
2826,(三)公司与重庆渝电工程监理咨询有限公司(以下简称“渝电监理”)1签订<施工监理合同> 公司委托渝电监理承担供电辖区配电设施建设及改造的施工监理任务，并签订<施工监理合同>，合同金额为266.36万元。,0,0,0
5575,........................................................................................... 9 七、资产管理计划的参与和退出.,0,0,0
2946,公司拟购买理财产品的额度，与公司第七届董事会第十三次 会议审议通过的一致，具体为从2015年3月17日起一年内，新增购买产 品的累计总额不超过人民币1.2亿元。,0,0,0
8241,表决结果:【9】票同意、【0】票反对、【0】票弃权 本议案尚需提交公司股东大会审议。,0,0,0
6873,本次收购完成后，公司将通 过兰州惠仁间接控股兰州惠仁长青。,0,0,0
6514,最近三年的职业和职务及与任职单位产权关 系如下:截至本报告书签署日，马刚未直接或者间接控制其他企业或拥有其他企业 股权。,0,0,0
7598,公司独立董事、 监事会、保荐机构已经分别对此事项发表了同意的意见。,0,0,0
7445,发行人和主承销 商确定本次非公开发行股票的发行价格为 7.51 元/股，发行数量为 59，920，106 股，募集资金总额为 449，999，996.06 元。,0,0,0
6820,除上述关联交易外，过去 12 个月内公司与上述关联人之间未发生其他交易 事项。,0,0,0
8587,证券代码:600819 股票简称:耀皮玻璃 编号:临 2015-038 900918 耀皮 B 股 上海耀皮玻璃集团股份有限公司 关于全资子公司收到政府补助的公告一、获取补助的基本情况公司全资子公司重庆耀皮工程玻璃有限公司于近日分二次收到 中央产业转型升级项目(产业振兴和技术改造)专项资金补贴合计 1600 万元，以及重庆市工业振兴专项资金补贴 160 万元。,0,0,0
5041,2、募集配套资金的发行价格及定价依据本次非公开发行股票配套融资的定价基准日为上市公司审议本次重大资产 重组的董事会(即第六届董事会第二次会议)决议公告日，发行价格不低于定价 基准日前 20 个交易日公司股票交易均价的 90%，在公司 2014 年度利润分配方案 实施完毕后，考虑分红派息的影响，不低于 33.08 元/股。,0,0,0
1073,证券代码:600187 证券简称:国中水务 编号:临 2015-040黑龙江国中水务股份有限公司 关于非公开发行股票涉及关联交易的公告 本公司董事会及全体董事保证公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
6170,本公司不存在对外逾期担保的情况。,0,0,0
4199,在上述股东会上，黄河 集团回避了表决。,0,0,0
3253,独立董事郭静萍女士、臧小涵女士和王长军先生事前书面认可了此项关联交 易，并对此项关联交易发表独立意见如下:本次关联交易有利于公司培育新的利润增长点，符合公司和全体股东的整体 利益。,0,0,0
6944,一、董事会会议召开情况(一)本次董事会会议的召开符合有关法律、行政法规、部门规章、规 范性文件和公司<章程>的规定。,0,0,0
9040,同时，深圳市麦达数字股份有限公司拟向海和投资、季子投资、益瑞投资、诚通投资、乔昕、陈世蓉、薛桂香非公开发行股票募集配套资金，募集配套资金总额不超过63，500万元，即不超过本次交易总金额的1,1,乔昕,深圳市麦达数字股份有限公司
3003,2015 年 5 月 7 日，物产中大召开 2014 年年度股东大会，审议通过了本次 交易相关议案。,0,0,0
72,一、文投控股股份有限公司拟向包括北京文创产业基金-文创定增基金、北京文创产业基金-屹唐定增基金、北京市文化中心建设发展基金管理有限公司（以下简称“文建发展基金”）、耀莱文化产业股份有限公司（以下简称“耀莱文化”）在内的十名特定投资者发行111，806，800股股票，募集资金总额250，000万元,1,北京文创产业基金-屹唐定增基金,文投控股股份有限公司
2373,针对本次投资面临的风险及不确定性，公司将进一步规范其管理制度， 促使其完成对电子商务流程的打造，建立较为完善的风控体系，并加强对其 投资、管理运营过程的监督，以及时发现和降低投资风险。,0,0,0
2812,重要内容提示:●过去 12 个月与同一关联人进行的交易以及与不同关联人进行的交易类别相关的交 易(日常关联除外)共 0 次。,0,0,0
5774,违反本合同投资范围和投资比例限制规定进行的投资交易行为资产托管人在行使监督职责时，发现资产管理人的投资指令违反本合同约定 的，应当拒绝执行，立即通知资产管理人，并依据相关法律法规的要求报告中国 证监会。,0,0,0
3485,除正常的业务往来外，中铭第3页 共6页国际及其评估人员与公司、交易对方、大地房地产无其他关联关系，具有独立性。,0,0,0
393, 本次担保是否有反担保:否 累计对外担保及逾期情况:截至 2015 年 9 月 30 日，本公司累计的对外担保余额为人民币 1，400 万元，无逾期担保情况。,0,0,0
3773,(二)筹备组织1、投资人会议是康美保险设立过程中的最高决策机构。,0,0,0
5750,对于被授权人发出的指令，资产管理人不得否认其效力。,0,0,0
9418,(公告编号:临2014-45)(10)2014年11月17日，公司与兰州银行营业部签订<兰州银行“百合理财”机构理财协议书>，公司以自有资金出资人民币6，700万元购买该行“2014年兰州银行‘百合理财’共赢系列2024号对公理财产品”(产品代码:2014a2024)。,0,0,0
6172,特此公告。,0,0,0
3857,8、“第四节交易标的基本情况”之“一、华润赛科基本情况”中 补充披露华润赛科京通国用(2000 出)字第 076 号土地的更名进展情况、 预计办毕时间，并将重组报告书“重大风险提示”之“五、华润赛科 公司部分土地证权属人名称尚未完成变更”以及“第十二节风险因素” 之“五、华润赛科公司部分土地证权属人名称尚未完成变更”删去。,0,0,0
7349,本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
6668,本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
